異動,藥品代號,藥品英文名稱,藥品中文名稱,成分,劑量,規格,單複方,支付價,有效起日,有效迄日,藥商,廠商,製造廠名稱,劑型,藥品分類,分類分組名稱,ATC代碼,給付規定章節,2023年數量,2023年數量(含包裹),2024年數量,2024年數量(含包裹),2025年數量,2025年數量(含包裹),2026年(1-6月)數量,2026年(1-6月)數量(含包裹),藥品代碼超連結,給付規定章節連結
,AC31515100,"Elinin Tablets 20mg ""R.T."" (Oxazolam)","""羅得"" 宜利寧錠２０毫克（歐拉）",Oxazolam,20mg,,單方,1.54,1150401,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,錠劑,一般學名藥,"Oxazolam,一般錠劑膠囊劑,20mg",N05BA91,,239881.5,284368.5,203796.8,245092.6,199840.3,247756,89314.9,112354,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031515,
,AC31525100,"""Siu Guan"" Lilonton Capsule 400mg (Piracetam)","""壽元""利腦通膠囊４００公絲（比拉西達）",Piracetam,400mg,,單方,1.5,1040201,9991231,壽元化學工業股份有限公司,壽元,壽元化學工業股份有限公司,膠囊劑,一般學名藥,"Piracetam,一般錠劑膠囊劑,400mg",N06BX03,2.8.1.,99,540,30,48,9,18,15,30,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031525,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,AC31526221,"""Siu Guan"" Lilonton Injection 200mg (Piracetam)","""壽元"" 利腦通注射液２００毫克（比拉西達）",Piracetam,200mg/ml,5ml,單方,15,1040201,9991231,壽元化學工業股份有限公司,壽元,壽元化學工業股份有限公司,注射劑,一般學名藥,"Piracetam,注射劑,1gm",N06BX03,2.8.1.,377,395,392,403,510.5,516.5,358.5,360.5,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031526,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,AC31526229,"""Siu Guan"" Lilonton Injection 200mg (Piracetam)","""壽元"" 利腦通注射液２００毫克（比拉西達）",Piracetam,200mg/ml,10ml,單方,27.3,1130401,9991231,壽元化學工業股份有限公司,壽元,壽元化學工業股份有限公司,注射劑,一般學名藥,"Piracetam,注射劑,2gm",N06BX03,2.8.1.,24445.5,24477.5,22294.5,22359.5,19661,19725,10431,10468,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031526,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,AC31534100,Stable Tablets 25mg (Hydralazine),"""榮民"" 血得平錠２５毫克（亥爪拉壬）",Hydralazine,25mg,,單方,1.52,1110101,9991231,榮民製藥股份有限公司,榮民,榮民製藥股份有限公司,錠劑,一般學名藥,"Hydralazine,一般錠劑膠囊劑,25mg",C02DB02,,15377,15389,16238,16283,14288,14318,10862,10868,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031534,
,AC315341G0,Stable Tablets 25mg (Hydralazine),"""榮民"" 血得平錠２５毫克（亥爪拉壬）",Hydralazine,25mg,,單方,2,1030801,9991231,榮民製藥股份有限公司,榮民,榮民製藥股份有限公司,錠劑,一般學名藥,"Hydralazine,一般錠劑膠囊劑,25mg",C02DB02,,5598947,5657026,6527607.1,6592197.6,7561201.5,7619142,4071249.1,4101320.6,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031534,
,AC31536100,"Picolin F.C. Tablets 250mg (Pipemidic Acid) ""Kojar""","""國嘉""必克林膜衣錠250毫克（匹培咪迪）",Pipemidic Acid,250mg,,單方,3.25,1140401,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Pipemidic Acid,一般錠劑膠囊劑,250mg",J01MB04,"10.1.,10.8.2.",211164.3,262777.3,471920.8,563784.3,583931.5,683187.4,276616.5,324778.9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031536,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2._20191201_000.pdf"
,AC31537100,"Singen F.C.Tablets 40mg (Verapamil) ""Kojar""","""國嘉""心健膜衣錠40毫克（唯律脈必利）",Verapamil,40mg,,單方,1.5,1140401,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Verapamil,一般錠劑膠囊劑,40mg",C08DA01,,3149,3938,1718,2240,1588,1915,666,738,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031537,
,AC315371G0,"Singen F.C.Tablets 40mg (Verapamil) ""Kojar""","""國嘉""心健膜衣錠40毫克（唯律脈必利）",Verapamil,40mg,,單方,2,1040601,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Verapamil,一般錠劑膠囊劑,40mg",C08DA01,,1744,1744,1984,2002,2016,2016,874,883,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031537,
,AC31540100,Stable (Hydralazine) Tablets 10mg,"""榮民"" 血得平錠１０毫克（亥爪拉壬）",Hydralazine,10mg,,單方,1.5,1030801,9991231,榮民製藥股份有限公司,榮民,榮民製藥股份有限公司,錠劑,一般學名藥,"Hydralazine,一般錠劑膠囊劑,10mg",C02DB02,,12994,13015,10235,10236,8170,8199,3901,3957,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031540,
,AC315401G0,Stable (Hydralazine) Tablets 10mg,"""榮民"" 血得平錠１０毫克（亥爪拉壬）",Hydralazine,10mg,,單方,2,1030801,9991231,榮民製藥股份有限公司,榮民,榮民製藥股份有限公司,錠劑,一般學名藥,"Hydralazine,一般錠劑膠囊劑,10mg",C02DB02,,4162608,4199194.5,5092303.8,5149421.8,5248515.8,5322983.8,2637883,2676832,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031540,
,AC31544100,"Kodazol Capsules 200mg (Danazol) ""Kojar""","""國嘉""可達娜膠囊200毫克(單那若)",Danazol,200mg,,單方,9.5,1130401,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膠囊劑,一般學名藥,"Danazol,一般錠劑膠囊劑,200mg",G03XA01,5.2.1.,97765,97996,119501,119719,55368,55638,30076,30366,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031544,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=5.2.1._19970101_000.pdf
,AC31592100,"Mewellin F.C. Tablets 10mg (Domperidone) ""Kojar""","""國嘉""美胃寧膜衣錠10毫克(多普利杜)",Domperidone,10mg,,單方,1.5,1031201,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,375044.3,1508788,432457.6,1581443.7,420542.9,1623814.5,209116.8,702188,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031592,
,AC315921G0,"Mewellin F.C. Tablets 10mg (Domperidone) ""Kojar""","""國嘉""美胃寧膜衣錠10毫克(多普利杜)",Domperidone,10mg,,單方,2,1040101,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,29037.7,87319.9,21604.5,76880.2,19811,80036,8894,32651.6,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031592,
,AC31593100,"Furnazm Tablets 5mg (Flunarizine) ""Chinteng""","""井田"" 伏那伶錠５公絲（服納利林）",Flunarizine,5mg,,單方,1.5,1130401,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"Flunarizine,一般錠劑膠囊劑,5mg",N07CA03,2.8.1.,496680.3,751735.3,477787.8,722721.5,463295,697167.3,223365.8,331780.4,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031593,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,AC315931G0,"Furnazm Tablets 5mg (Flunarizine) ""Chinteng""","""井田"" 伏那伶錠５公絲（服納利林）",Flunarizine,5mg,,單方,2,1030801,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"Flunarizine,一般錠劑膠囊劑,5mg",N07CA03,2.8.1.,58365.5,64741,63560,68969.1,59222.5,63546.2,27865.3,29932.6,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031593,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,AC31596100,Licodin F.C. Tablet 100mg (Ticlopidine),利血達膜衣錠100毫克(梯可比定),Ticlopidine,100mg,,單方,0,1030901,9991231,東生華製藥股份有限公司,東洋,台灣東洋藥品工業股份有限公司六堵廠,膜衣錠,BA/BE學名藥,"Ticlopidine,一般錠劑膠囊劑,100mg",B01AC05,"2.1.1.2.,2.1.2.",28,28,0,0,0,0,0,56,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031596,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.1.1.2._20110701_000.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.1.2._20110701_000.pdf"
,AC31608500,"Dompedon Suppository 10mg ""Standard""(Domperidone)","""生達""吐必止栓劑１０毫克（多普利杜）",Domperidone,10mg,,單方,0,1030101,9991231,生達化學製藥股份有限公司,生達,培力藥品工業股份有限公司,栓劑,一般學名藥,"Domperidone,栓劑,10mg",A03FA03,,0,9.8,0,0,0,2,0,2,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031608,
,AC31609100,"Ligisin F.C. Tablets 200mg (Bezafibrate) ""Kojar""","""國嘉""濾脂清膜衣錠２００毫克（本那非泊）",Bezafibrate,200mg,,單方,3.01,1130401,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Bezafibrate,一般錠劑膠囊劑,200mg",C10AB02,2.6.1.,668202,668512,587596,587978,565301.5,565643,300139,300292,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031609,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AC31614423,"Stacort Dental Paste 1mg/g ""Standard""(Triamcinolone)","""生達""速達康口內膏１公絲/公克（安西諾隆）",Triamcinolone,1mg/gm,6gm,單方,34.9,1130401,9991231,生達化學製藥股份有限公司,生達,生達化學製藥股份有限公司二廠,口內膏,一般學名藥,"Triamcinolone,口內膏,1mg/gm,6gm",A01AC01,,2,5,1,2,0,1,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031614,
,AC31628277,Aminoleban R Injection,安命利補注射液,Alanine L- 7.5mg/ml+Cysteine L- HCL Monohydrate 0.4mg/ml+Isoleucine L- 9mg/ml+Leucine L- 11mg/ml+Proline L- 8mg/ml+Serine L- 5mg/ml,,500ml,複方,220,1140401,9991231,台灣大塚製藥股份有限公司中壢工廠,大塚,台灣大塚製藥股份有限公司中壢工廠,注射劑,一般學名藥,"8.0％ Amino Acids For Hepatic,注射劑,8 ％,500ml",B05BA01,,6856,7058,11685,11969,17100,17489,7115,7210,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031628,
,AC31630209,"Cetame For Injection ""Swiss""(Cefotaxime)","""瑞士""速得平乾粉注射劑（使治他新鈉）",Cefotaxime,1gm,1gm,單方,83,1140401,9991231,瑞士藥廠股份有限公司,瑞士,瑞士藥廠股份有限公司新市廠,注射劑,一般學名藥,"Cefotaxime,注射劑,1000mg",J01DD01,10.1.,15377.4,15383.4,10412.7,10428.7,13096.9,13096.9,7215.1,7215.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031630,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,AC31630212,"Cetame For Injection ""Swiss""(Cefotaxime)","""瑞士""速得平乾粉注射劑（使治他新鈉）",Cefotaxime,2gm,2gm,單方,278,1140401,9991231,瑞士藥廠股份有限公司,瑞士,瑞士藥廠股份有限公司新市廠,注射劑,一般學名藥,"Cefotaxime,注射劑,2000mg",J01DD01,10.1.,33.5,33.5,8843.6,8939.6,1431.3,1431.3,1310,1333,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031630,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,AC31641100,"Fevilon Tablets 200mg ""Lita"" (Bezafibrate)",惠必朗錠２００毫克（本那非泊）,Bezafibrate,200mg,,單方,3.01,1130401,9991231,利達製藥股份有限公司,利達,利達製藥股份有限公司,錠劑,一般學名藥,"Bezafibrate,一般錠劑膠囊劑,200mg",C10AB02,2.6.1.,412578.5,412608.5,440029.5,440056.5,314270.5,314279.5,149464,149485,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031641,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AC31651421,"Scoro Orabase 1mg/g (Triamcinolone) ""Meider""","""明德"" 適口樂口內膏１公絲/公克（安西諾隆）",Triamcinolone,1mg/gm,5gm,單方,28.4,1040101,9991231,明德製藥股份有限公司,明德,明德製藥股份有限公司,口內膏,一般學名藥,"Triamcinolone,口內膏,1mg/gm,5gm",A01AC01,,297,697,262,603,209,576,66,266,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031651,
,AC31651423,"Scoro Orabase 1mg/g (Triamcinolone) ""Meider""","""明德"" 適口樂口內膏１公絲/公克（安西諾隆）",Triamcinolone,1mg/gm,6gm,單方,34.9,1130401,9991231,明德製藥股份有限公司,明德,明德製藥股份有限公司,口內膏,一般學名藥,"Triamcinolone,口內膏,1mg/gm,6gm",A01AC01,,9115.5,12797.5,9003,12454,9326.8,12481.8,4893,6446,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031651,
,AC31651429,"Scoro Orabase 1mg/g (Triamcinolone) ""Meider""","""明德"" 適口樂口內膏１公絲/公克（安西諾隆）",Triamcinolone,1mg/gm,10gm,單方,59,1091001,9991231,明德製藥股份有限公司,明德,明德製藥股份有限公司,口內膏,一般學名藥,"Triamcinolone,口內膏,1mg/gm,10gm",A01AC01,,184,184,176.3,187.3,104,128,43,50,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031651,
,AC31656100,"Weisu Tablets 400mg (Cimetidine) ""S.D.""",胃舒錠４００公絲（希每得定）,Cimetidine,400mg,,單方,1.5,1041201,9991231,世達藥品工業股份有限公司,世達,長安化學工業股份有限公司,錠劑,一般學名藥,"Cimetidine,一般錠劑膠囊劑,400mg",A02BA01,7.1.,13081,62027.5,16392,66193,14742,62322.5,6729,31319,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031656,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC316561G0,"Weisu Tablets 400mg (Cimetidine) ""S.D.""",胃舒錠４００公絲（希每得定）,Cimetidine,400mg,,單方,2,1041201,9991231,世達藥品工業股份有限公司,世達,長安化學工業股份有限公司,錠劑,一般學名藥,"Cimetidine,一般錠劑膠囊劑,400mg",A02BA01,7.1.,695,719,176,176,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031656,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC31658100,"Forknow Tablets 10mg (Flunarizine) ""Yung Shin""","""永信""服腦錠１０毫克（服納利林）",Flunarizine,10mg,,單方,2.31,1130401,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,一般學名藥,"Flunarizine,一般錠劑膠囊劑,10mg",N07CA03,2.8.1.,1971490.2,2174660.9,1984691.1,2182792.7,1962575.4,2153471.9,985760.8,1075538.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031658,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,AC31659100,Butin Tablets 2.5mg (Bromocriptine),伯汀錠2.5毫克（布克丁）,Bromocriptine,2.5mg,,單方,13,1130301,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,一般學名藥,"Bromocriptine,一般錠劑膠囊劑,2.5mg",G02CB01,5.4.2.,396888.5,401062,101680.1,103341.6,17346,17616,5395,5422,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031659,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=5.4.2._19950301_000.pdf
,AC31660100,"Antissves Capsules ""Chinteng""","""井田""綜合咳嗽膠囊",Carbinoxamine 4mg+Dextromethorphan 20mg+Guaifenesin 90mg+Methylephedrine 25mg+Noscapine 20mg,,,複方,1.5,1030801,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,膠囊劑,一般學名藥,"含Antihistamine或Nasal Decongestant之複方製劑,一般錠劑膠囊劑",R05FA02,,837361.7,2196779.2,1186882.7,2998827.3,1179380.9,2826858.3,518819.9,1181521.9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031660,
,AC316601G0,"Antissves Capsules ""Chinteng""","""井田""綜合咳嗽膠囊",Carbinoxamine 4mg+Dextromethorphan 20mg+Guaifenesin 90mg+Methylephedrine 25mg+Noscapine 20mg,,,複方,2,1030801,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,膠囊劑,一般學名藥,"含Antihistamine或Nasal Decongestant之複方製劑,一般錠劑膠囊劑",R05FA02,,151368.4,303224.8,209503.5,404343.8,215976.2,388227.9,101504,171255.2,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031660,
,AC31662100,"Axol Tablets 30mg (Ambroxol) ""Yung Shin""","""永信""暢痰錠３０公絲（艾普樂索）",Ambroxol,30mg,,單方,1.5,1001201,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,BA/BE學名藥,"Ambroxol,一般錠劑膠囊劑,30mg",R05CB06,,9184868.7,21317559.8,9766629.9,22111216.4,9560442,20744929.3,4205534.2,8707472.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031662,
,AC316621G0,"Axol Tablets 30mg (Ambroxol) ""Yung Shin""","""永信""暢痰錠３０公絲（艾普樂索）",Ambroxol,30mg,,單方,2,1100201,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,BA/BE學名藥,"Ambroxol,一般錠劑膠囊劑,30mg",R05CB06,,141073.5,174454.2,166662.5,222502.6,181403.9,251136.3,96646.1,139954.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031662,
,AC31666100,"Catin Tablets 100mg (Trimethoprim) ""Kojar""",克菌錠１００公絲（每索匹林）,Trimethoprim,100mg,,單方,1.5,1031201,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Trimethoprim,一般錠劑膠囊劑,100mg",J01EA01,10.1.,34659.5,83158.1,50158.5,104877.8,31332,68408.8,11851.3,31258.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031666,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,AC316661G0,"Catin Tablets 100mg (Trimethoprim) ""Kojar""",克菌錠１００公絲（每索匹林）,Trimethoprim,100mg,,單方,2,1040401,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Trimethoprim,一般錠劑膠囊劑,100mg",J01EA01,10.1.,12269,19987,8809,17770,6208,9875.5,1931,2353,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031666,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,AC31676100,"Compesolon Tablets 5mg ""Pine Lawer""(Prednisolone)","""柏理""康速龍錠５毫克（培尼皮質醇）",Prednisolone,5mg,,單方,1.5,1001201,9991231,柏理貿易股份有限公司,柏理,瑞士藥廠股份有限公司新市廠,錠劑,一般學名藥,"Prednisolone,一般錠劑膠囊劑,5mg",H02AB06,,10044142.4,10091039.4,10227252.8,10290208.1,10423214.2,10490622.6,5205820.5,5238757,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031676,
,AC316761G0,"Compesolon Tablets 5mg ""Pine Lawer""(Prednisolone)","""柏理""康速龍錠５毫克（培尼皮質醇）",Prednisolone,5mg,,單方,2,1001201,9991231,柏理貿易股份有限公司,柏理,瑞士藥廠股份有限公司新市廠,錠劑,一般學名藥,"Prednisolone,一般錠劑膠囊劑,5mg",H02AB06,,19231207.7,19400617.1,21837989,22051499.8,21733817.6,21950282.1,10356402.1,10457979.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031676,
,AC31690100,"Fetisma Tablets 2.5mg (Fenoterol) ""Kojar""",服治喘錠２．５公絲（菲諾特洛）,Fenoterol,2.5mg,,單方,1.5,1031201,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Fenoterol,一般錠劑膠囊劑,2.5mg",R03CC04,,161934.9,585722,343781.3,976090.6,397462.5,972637.8,211828.5,518461.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031690,
,AC316901G0,"Fetisma Tablets 2.5mg (Fenoterol) ""Kojar""",服治喘錠２．５公絲（菲諾特洛）,Fenoterol,2.5mg,,單方,2,1040401,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Fenoterol,一般錠劑膠囊劑,2.5mg",R03CC04,,3738.8,23026,17302.5,56726,26429.1,86512.4,13065.7,37775.9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031690,
,AC31694100,"Stoin Tablets 10mg (Oxethazaine) ""Kojar""","""國嘉""痛嘉音錠１０毫克（歐西拉因）",Oxethazaine,10mg,,單方,1.5,1060601,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Oxethazaine,一般錠劑膠囊劑,10mg",A02X,7.1.,9020527.7,16947645.6,9921769,18207468.2,11461725.3,20281335.8,5824064.6,9853062.2,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031694,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC316941G0,"Stoin Tablets 10mg (Oxethazaine) ""Kojar""","""國嘉""痛嘉音錠１０毫克（歐西拉因）",Oxethazaine,10mg,,單方,2,1060801,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Oxethazaine,一般錠劑膠囊劑,10mg",A02X,7.1.,519904,694429.1,559321.6,733656.4,634735.7,827262.1,454943.5,557613.2,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031694,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC31695209,Bufencon Injection,炎康懸濁注射液,Betamethasone Alcohol (Dipropionate) 5mg/ml+Betamethasone Alcohol (Disodium Phosphate) 2mg/ml,,1ml,複方,16.9,1050401,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,滅菌懸液注射劑,一般學名藥,"Betamethasone,注射劑,5mg",H02AB,,50742.9,51825.3,24503.4,25200.7,7035.3,7094.8,1031.1,1052.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031695,
,AC31695221,Bufencon Injection,炎康懸濁注射液,Betamethasone Alcohol (Dipropionate) 5mg/ml+Betamethasone Alcohol (Disodium Phosphate) 2mg/ml,,5ml,複方,19.5,1040401,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,滅菌懸液注射劑,一般學名藥,"Betamethasone,注射劑,25mg",H02AB,,3889.4,3963.5,2683.8,2731,930.1,931.2,379.5,379.7,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031695,
,AC31753100,B.M.O. Tablets,複方甘草合劑錠,Anise 2mcl+Benzoic Acid 2.5mg+Camphor 1.5mg+Glycyrrhizic Acid 0.48ml+Opium 2.5mg,,,複方,1.5,1011001,9991231,寶齡富錦生技股份有限公司,寶齡富錦,寶齡富錦生技股份有限公司平鎮廠,錠劑,一般學名藥,"Opium 2.5mg+Glycyrrhizic Acid 0.48ml+Camphor 1.5mg+Benzoic Acid 2.5mg+Anise 2mcl,一般錠劑膠囊劑,",R05FA02,,15,15,12,24,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031753,
,AC31757157,B.M.O. Liquid,複方甘草合劑液,Antimony Potassium Tartrate 0.24mg/ml+Ethyl Nitrite Spirit 0.03ml/ml+Glycyrrhiza Extract 0.12ml/ml+Opium Camphor Tincture 0.12ml/ml,,120ml,複方,25.2,1130401,9991231,寶齡富錦生技股份有限公司,寶齡富錦,寶齡富錦生技股份有限公司平鎮廠,內服液劑,一般學名藥,"Opium Camphor Tincture 0.12ml/ml+Antimony Potassium Tartrate 0.24mg/ml+Ethyl Nitrite Spirit 0-0.03Ml/Ml+Glycyrrhizic Acid 0.12ml/ml,口服液劑,120ml",R05FA02,,461,808,358,452,309,397,154,175,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031757,
,AC31770100,"Lidonin Tablets 10mg (Domperidone) ""Chen Sing""","""成杏""利吐寧錠１０毫克（多普利杜）",Domperidone,10mg,,單方,1.5,1010701,9991231,成杏生物科技股份有限公司,成杏,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,645841.1,1485725.5,396581.7,921107.1,347142.8,883977.6,168244.5,382690.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031770,
