異動,藥品代號,藥品英文名稱,藥品中文名稱,成分,劑量,規格,單複方,支付價,有效起日,有效迄日,藥商,廠商,製造廠名稱,劑型,藥品分類,分類分組名稱,ATC代碼,給付規定章節,2023年數量,2023年數量(含包裹),2024年數量,2024年數量(含包裹),2025年數量,2025年數量(含包裹),2026年(1-6月)數量,2026年(1-6月)數量(含包裹),藥品代碼超連結,給付規定章節連結
,A031369100,Gaster S.C. Tablets 20mg (Famotidine),蓋舒泰糖衣錠２０公絲（發模梯定）,Famotidine,20mg,,單方,0,1010601,9991231,台灣安斯泰來製藥股份有限公司,安斯泰來,中國化學製藥股份有限公司新豐工廠,糖衣錠,研發廠,"Famotidine,一般錠劑膠囊劑,20mg",A02BA03,7.1.,0,90820.8,0,83429.2,0,73401.4,0,34334,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031369,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031376100,"Wesu Capsule (Bromopride) ""Ton Sin""",胃舒膠囊（溴比得）,Bromopride,10mg,,單方,0,920301,9991231,中日藥品股份有限公司,中日,新喜國際企業股份有限公司,膠囊劑,一般學名藥,"Bromopride,一般錠劑膠囊劑,10mg",A03FA04,7.1.,0,1538.9,0,7008.5,0,6681,0,2887,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031376,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031445100,"Cephalexin Capsules 250mg ""R.T""",華利黴素膠囊２５０公絲（賜福力欣）,Cephalexin,250mg,,單方,0,1040501,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,膠囊劑,一般學名藥,"Cephalexin,一般錠劑膠囊劑,250mg",J01DB01,10.1.,0,12,0,30,0,30,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031445,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,A031446372,"Clotasol Cream 0.5mg/gm ""R.T"" (Clobetasol)","""羅得"" 可得舒乳膏０．５公絲/公克（可洛貝他索）",Clobetasol Propionate,0.5mg/gm,450gm,單方,0,900401,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,乳膏劑,一般學名藥,"Clobetasol Propionate,外用軟膏劑,0.5mg/gm,450gm",D07AD01,,0,3,0,1,0,2,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031446,
,A031448100,"B.C. Cap ""Shionogi""","""?野義""維他命乙丙複合膠囊",Calcium Phosphate Tribasic =(Calcium Phosphate) 60mg+Niacinamide 50mg+Pantothenate Calcium 20mg+Thiamine(Hcl) 10mg+Vitamin B2 5mg+Vitamin B6 5mg,,,複方,0,950203,9991231,台灣?野義製藥股份有限公司,鹽野義,台灣東洋藥品工業股份有限公司六堵廠,膠囊劑,一般學名藥,,A11EX,,0,3769,0,3921,0,4365,0,2313,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031448,
,A031484100,Tarivid Film Conated Tablets 200mg (Ofloxacin),"""台灣第一三共"" 泰利必妥膜衣錠２００毫克（歐弗洒欣）",Ofloxacin,200mg,,單方,0,1000701,9991231,台灣第一三共股份有限公司,第一三共,臺灣第一三共股份有限公司中壢工廠,膜衣錠,研發廠,"Ofloxacin,一般錠劑膠囊劑,200mg",J01MA01,"10.1.,10.8.2.",0,354,0,36,0,6,0,24,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031484,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2._20191201_000.pdf"
,A031488100,"Erythromycin Estolate Capsules 250mg ""R.T.""","""羅得""紅絲菌素月桂硫酸醯膠囊２５０公絲",Erythromycin,250mg,,單方,0,1090201,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,膠囊劑,一般學名藥,"Erythromycin,一般錠劑膠囊劑,250mg",J01FA01,"10.1.,10.4.",0,400,0,72,0,398,0,143,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031488,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.4._20220301.pdf"
,A0314881G0,"Erythromycin Estolate Capsules 250mg ""R.T.""","""羅得""紅絲菌素月桂硫酸醯膠囊２５０公絲",Erythromycin,250mg,,單方,0,1090201,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,膠囊劑,一般學名藥,"Erythromycin,一般錠劑膠囊劑,250mg",J01FA01,"10.1.,10.4.",0,956,0,1912,0,108,0,12,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031488,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.4._20220301.pdf"
,A031489100,"Ankumin Tablets 6mg ""R.T."" (Betahistine)","""羅得"" 安克暈錠６毫克（貝他喜汀）",Betahistine,6mg,,單方,0,1040701,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,錠劑,一般學名藥,"Betahistine,一般錠劑膠囊劑,6mg",N07CA01,,0,527.4,0,100,0,145,0,55,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031489,
,A0314891G0,"Ankumin Tablets 6mg ""R.T."" (Betahistine)","""羅得"" 安克暈錠６毫克（貝他喜汀）",Betahistine,6mg,,單方,1.5,960901,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,錠劑,一般學名藥,"Betahistine,一般錠劑膠囊劑,6mg",N07CA01,,208756,302705.8,160499,256671.5,141301,233202.8,57014.5,97970,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031489,
,A031491100,"Weidecone Tablets ""R.T.""","""羅得""胃得康錠",Aluminum Hydroxide 200mg+Dimethicone 20mg+Magnesium Hydroxide 200mg,,,複方,0,941001,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,錠劑,一般學名藥,"Dimethicone 20mg+Aluminum Hydroxide 200mg+Magnesium Hydroxide 200mg,一般錠劑膠囊劑,",A02AF02,7.1.,9,276226.7,0,347269.3,57,408638.9,21,211993.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031491,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031495100,"Cenca Tablets 950mg (Calcium Citrate) ""U-Liang""","""優良""聖鈣錠950毫克（檸檬酸鈣）",Calcium Citrate,950mg,,單方,0,1040601,9991231,優良化學製藥股份有限公司,優良,健喬信元醫藥生技股份有限公司健喬廠,錠劑,一般學名藥,"Calcium Citrate,一般錠劑膠囊劑,950mg",A12AA09,3.3.4.,0,0,0,0,0,18,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031495,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=3.3.4._20000201_000.pdf
,A031500100,"Mepiron S.C. Tablets 100mg (Mepiriaole) ""Pfoshen""",滅炎糖衣錠１００公絲（滅必寧痛）,Mepirizole,100mg,,單方,0,991001,9991231,厚生製藥廠股份有限公司,厚生,厚生製藥廠股份有限公司,糖衣錠,一般學名藥,"Mepirizole,一般錠劑膠囊劑,100mg",M01AX91,,0,0,0,0,0,84,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031500,
,A031501100,"Colferin Capsules ""Chinteng""",感冒寧膠囊,Acetaminophen 210mg+Caffeine 20mg+Chlorpheniramine 2.5mg+Ethenzamide 150mg+Methylephedrine 10mg,,,複方,0.5,1030301,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,膠囊劑,一般學名藥,"含Antihistamine或Nasal Decongestant之複方製劑,一般錠劑膠囊劑",R05X,,539791.3,1758583.8,742907.6,2219435.6,796038.9,2308523.6,381514.5,1064759.3,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031501,
,A031507100,"Duoridone Tablets 10mg (Domperidone) ""Lita""","""利達""胃利通錠１０毫克（多普利杜）",Domperidone,10mg,,單方,0,1050301,9991231,利達製藥股份有限公司,利達,利達製藥股份有限公司,錠劑,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,0,13214,0,10693.9,0,9742.9,0,5003,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031507,
,A0315071G0,"Duoridone Tablets 10mg (Domperidone) ""Lita""","""利達""胃利通錠１０毫克（多普利杜）",Domperidone,10mg,,單方,0,1061101,9991231,利達製藥股份有限公司,利達,利達製藥股份有限公司,錠劑,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,0,0,0,0,0,0,0,9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031507,
,A031508212,"Pirocan Injection 20mg ""Siu Guan""(Piroxicam)","""壽元"" 彼索康注射液２０毫克（匹若卡）",Piroxicam,20mg/ml,2ml,單方,0,1040301,9991231,壽元化學工業股份有限公司,壽元,壽元化學工業股份有限公司,注射劑,一般學名藥,"Piroxicam,注射劑,40mg",M01AC01,1.1.2.,0,0,0,0,0,1,0,4,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031508,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.1.2._20080701_000.pdf
,A031519151,"Becandine Solution ""R.T.""","""羅得""鼻感寧液",Pseudoephedrine 6mg/ml+Triprolidine 250mcg/ml,,60ml,複方,10.3,980101,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,內服液劑,一般學名藥,"Pseudoephedrine 6mg/ml+Triprolidine 250mcg/ml,口服液劑,60ml",R01BA52,,1312,20915.7,13028.3,45076.5,3101,31593.3,393,6132.6,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031519,
,A031520100,"Cephalexin Capsules 500mg ""R.T.""",華利黴素膠囊５００公絲（賜福力欣）,Cephalexin,500mg,,單方,0,1040501,9991231,羅得化學製藥股份有限公司,羅得,羅得化學製藥股份有限公司,膠囊劑,一般學名藥,"Cephalexin,一般錠劑膠囊劑,500mg",J01DB01,10.1.,0,419,0,1221.2,0,966.7,0,300.4,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031520,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,A0315341G0,Stable Tablets 25mg (Hydralazine),"""榮民"" 血得平錠２５毫克（亥爪拉壬）",Hydralazine,25mg,,單方,0,1030901,9991231,榮民製藥股份有限公司,榮民,榮民製藥股份有限公司,錠劑,一般學名藥,"Hydralazine,一般錠劑膠囊劑,25mg",C02DB02,,0,0,0,0,56,56,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031534,
,A031536100,"Picolin F.C. Tablets 250mg (Pipemidic Acid) ""Kojar""","""國嘉""必克林膜衣錠250毫克（匹培咪迪）",Pipemidic Acid,250mg,,單方,0,1040101,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Pipemidic Acid,一般錠劑膠囊劑,250mg",J01MB04,"10.1.,10.8.2.",0,0,0,0,0,0,0,9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031536,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2._20191201_000.pdf"
,A031542100,"Basic Tablets 500mg (Calcium Carbonate) ""Meider""","""明德""百適鈣錠５００毫克（碳酸鈣）",Calcium Carbonate,500mg,,單方,0,950203,9991231,明德製藥股份有限公司,明德,明德製藥股份有限公司,錠劑,一般學名藥,"Calcium Carbonate,一般錠劑膠囊劑,500mg",A12AA04,"3.3.4.,7.1.",0,209,0,594,0,219,0,105,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031542,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=3.3.4._20000201_000.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf"
,A031592100,"Mewellin F.C. Tablets 10mg (Domperidone) ""Kojar""","""國嘉""美胃寧膜衣錠10毫克(多普利杜)",Domperidone,10mg,,單方,0,1040101,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膜衣錠,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,0,1203,0,1386,0,825,0,357,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031592,
,A031593100,"Furnazm Tablets 5mg (Flunarizine) ""Chinteng""","""井田"" 伏那伶錠５公絲（服納利林）",Flunarizine,5mg,,單方,0,1030901,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"Flunarizine,一般錠劑膠囊劑,5mg",N07CA03,2.8.1.,0,0,0,4.5,0,7,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031593,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,A031596100,Licodin F.C. Tablet 100mg (Ticlopidine),利血達膜衣錠100毫克(梯可比定),Ticlopidine,100mg,,單方,0,991201,9991231,東生華製藥股份有限公司,東洋,台灣東洋藥品工業股份有限公司六堵廠,膜衣錠,BA/BE學名藥,"Ticlopidine,一般錠劑膠囊劑,100mg",B01AC05,"2.1.1.2.,2.1.2.",0,0,0,0,0,7,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031596,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.1.1.2._20110701_000.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.1.2._20110701_000.pdf"
,A031608500,"Dompedon Suppository 10mg ""Standard""(Domperidone)","""生達""吐必止栓劑１０毫克（多普利杜）",Domperidone,10mg,,單方,0,991001,9991231,生達化學製藥股份有限公司,生達,培力藥品工業股份有限公司,栓劑,一般學名藥,"Domperidone,栓劑,10mg",A03FA03,,0,3,0,1,0,0,0,3,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031608,
,A031614423,"Stacort Dental Paste 1mg/g ""Standard""(Triamcinolone)","""生達""速達康口內膏１公絲/公克（安西諾隆）",Triamcinolone,1mg/gm,6gm,單方,0,1010301,9991231,生達化學製藥股份有限公司,生達,生達化學製藥股份有限公司二廠,口內膏,一般學名藥,"Triamcinolone,口內膏,1mg/gm,6gm",A01AC01,,0,1,0,0,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031614,
,A031651417,"Scoro Orabase 1mg/g (Triamcinolone) ""Meider""","""明德"" 適口樂口內膏１公絲/公克（安西諾隆）",Triamcinolone,1mg/gm,3.5gm,單方,21.1,1130401,9991231,明德製藥股份有限公司,明德,明德製藥股份有限公司,口內膏,一般學名藥,"Triamcinolone,口內膏,1mg/gm,3.5gm",A01AC01,,285,1231,249,803,341,768,187,400,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031651,
,A031658100,"Forknow Tablets 10mg (Flunarizine) ""Yung Shin""","""永信""服腦錠１０毫克（服納利林）",Flunarizine,10mg,,單方,0,981201,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,一般學名藥,"Flunarizine,一般錠劑膠囊劑,10mg",N07CA03,2.8.1.,0,12,0,12,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031658,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.8.1._19980401_000.pdf
,A031659100,Butin Tablets 2.5mg (Bromocriptine),伯汀錠2.5毫克（布克丁）,Bromocriptine,2.5mg,,單方,0,981201,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,一般學名藥,"Bromocriptine,一般錠劑膠囊劑,2.5mg",G02CB01,5.4.2.,0,9,0,0,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031659,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=5.4.2._19950301_000.pdf
,A031660100,"Antissves Capsules ""Chinteng""","""井田""綜合咳嗽膠囊",Carbinoxamine 4mg+Dextromethorphan 20mg+Guaifenesin 90mg+Methylephedrine 25mg+Noscapine 20mg,,,複方,0,1030901,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,膠囊劑,一般學名藥,"含Antihistamine或Nasal Decongestant之複方製劑,一般錠劑膠囊劑",R05FA02,,0,18,0,342,0,9,0,9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031660,
,A031662100,"Axol Tablets 30mg (Ambroxol) ""Yung Shin""","""永信""暢痰錠３０公絲（艾普樂索）",Ambroxol,30mg,,單方,0,990601,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,錠劑,BA/BE學名藥,"Ambroxol,一般錠劑膠囊劑,30mg",R05CB06,,0,11810.5,0,11322.2,0,2634.9,0,1134,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031662,
,A031665100,"Iopidol Tablets 60mg (Iodopropylidene Glycerol) ""Kojar""",愛彼妥錠６０公絲（艾多普利因甘油）,Iodinated Glycerol,60mg,,單方,0,951001,9991231,國嘉製藥工業股份有限公司,國嘉,國嘉製藥工業股份有限公司,錠劑,一般學名藥,"Iodinated Glycerol,一般錠劑膠囊劑,60mg",R05CB91,,0,38,0,9,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031665,
,A031666100,"Catin Tablets 100mg (Trimethoprim) ""Kojar""",克菌錠１００公絲（每索匹林）,Trimethoprim,100mg,,單方,0,1040101,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Trimethoprim,一般錠劑膠囊劑,100mg",J01EA01,10.1.,0,115.5,0,194,0,417,0,90,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031666,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,A031671100,Sucough S.C. Tablets,舒咳糖衣錠,Chlorpheniramine 1mg+Dextromethorphan 8mg+Guaifenesin 30mg,,,複方,0,1070601,9991231,盈盈生技製藥股份有限公司三峽廠,盈盈,盈盈生技製藥股份有限公司三峽廠,糖衣錠,一般學名藥,"Dextromethorphan 8mg+Chlorpheniramine 1mg+Guaifenesin 30mg,一般錠劑膠囊劑,",R05FA02,,0,105,0,110,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031671,
,A031673100,Souriree Com-Trimeton Tablets 4mg,"""盈盈""康敏通錠４毫克(縮蘋酸氯菲安明)",Chlorpheniramine,4mg,,單方,0.16,1050401,9991231,盈盈生技製藥股份有限公司三峽廠,盈盈,盈盈生技製藥股份有限公司三峽廠,錠劑,一般學名藥,"Chlorpheniramine,一般錠劑膠囊劑,4mg",R06AB04,,10926,54375.7,9736,59785,7843,48066.7,5017,22971,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031673,
,A031676100,"Compesolon Tablets 5mg ""Pine Lawer""(Prednisolone)","""柏理""康速龍錠５毫克（培尼皮質醇）",Prednisolone,5mg,,單方,0,1010101,9991231,柏理貿易股份有限公司,柏理,瑞士藥廠股份有限公司新市廠,錠劑,一般學名藥,"Prednisolone,一般錠劑膠囊劑,5mg",H02AB06,,0,97,0,174,0,127,0,65,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031676,
,A0316761G0,"Compesolon Tablets 5mg ""Pine Lawer""(Prednisolone)","""柏理""康速龍錠５毫克（培尼皮質醇）",Prednisolone,5mg,,單方,0,1010101,9991231,柏理貿易股份有限公司,柏理,瑞士藥廠股份有限公司新市廠,錠劑,一般學名藥,"Prednisolone,一般錠劑膠囊劑,5mg",H02AB06,,0,0,0,0,0,9,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031676,
,A031680100,Standard Vomiseda Tablets 25mg,生達嘔吐寧錠２５毫克,Meclizine,25mg,,單方,0.22,860401,9991231,盈盈生技製藥股份有限公司三峽廠,盈盈,盈盈生技製藥股份有限公司三峽廠,錠劑,一般學名藥,"Meclizine,一般錠劑膠囊劑,25mg",R06AE05,,25,133,158,442,366,434,60,127,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031680,
,A031682100,"Lysomin Tablets 50mg (Lysozyme) ""Tcy""",利酵炎錠５０公絲（來縮酵素）,Lysozyme,50mg,,單方,0,901001,9991231,大全榮製藥股份有限公司,大全榮,大全榮製藥股份有限公司,錠劑,一般學名藥,"Lysozyme,一般錠劑膠囊劑,50mg",V03AX,,0,12,0,0,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031682,
,A031690100,"Fetisma Tablets 2.5mg (Fenoterol) ""Kojar""",服治喘錠２．５公絲（菲諾特洛）,Fenoterol,2.5mg,,單方,0,1040101,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Fenoterol,一般錠劑膠囊劑,2.5mg",R03CC04,,0,0,0,67.5,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031690,
,A031694100,"Stoin Tablets 10mg (Oxethazaine) ""Kojar""","""國嘉""痛嘉音錠１０毫克（歐西拉因）",Oxethazaine,10mg,,單方,0,1060701,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Oxethazaine,一般錠劑膠囊劑,10mg",A02X,7.1.,0,116710,0,7677,0,3500.5,0,1862,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031694,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031728100,"Gastrodin Tablets 400mg (Cimetidine) ""U-Liang""","""優良""胃去病錠400毫克",Cimetidine,400mg,,單方,1,1031101,9991231,優良化學製藥股份有限公司,優良,健喬信元醫藥生技股份有限公司健喬廠,錠劑,一般學名藥,"Cimetidine,一般錠劑膠囊劑,400mg",A02BA01,7.1.,495,558,654,2093,529.5,2333.1,1292,2121.5,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031728,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031743100,Aminocin Capsules,安命生膠囊,Glutamic Acid 1.5mg+Lysine 0.2mg+Serine 0.7mg+Thiamine HCL(=Thiamine Chloride Hydrochloride) 5mg+Threonine 0.4mg+Vitamin B2 2mg,,,複方,0,950203,9991231,寶齡富錦生技股份有限公司,寶齡富錦,寶齡富錦生技股份有限公司平鎮廠,膠囊劑,一般學名藥,"Amino Acids,一般錠劑膠囊劑,84.5mg",V06DE,,0,45,0,51,0,18,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031743,
,A031770100,"Lidonin Tablets 10mg (Domperidone) ""Chen Sing""","""成杏""利吐寧錠１０毫克（多普利杜）",Domperidone,10mg,,單方,0,1010701,9991231,成杏生物科技股份有限公司,成杏,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"Domperidone,一般錠劑膠囊劑,10mg",A03FA03,,0,0,0,15,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031770,
,A031771100,Ditopax Tablets,胃妥適錠,Aluminum Magnesium Hydroxide Carbonate Hydrate 282mg+Magnesium Hydroxide 85mg+Simethicone 25mg,,,複方,0,940401,9991231,先靈葆雅企業股份有限公司,先靈葆雅,台灣東洋藥品工業股份有限公司中壢廠,錠劑,一般學名藥,"Dimethicone 25mg+Aluminum Magnesium Hydroxide Carbonate Hydrate 282mg+Magnesium Hydroxide 85mg,一般錠劑膠囊劑,",A02AF02,7.1.,0,31,0,97,0,74,0,24,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031771,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031796100,"Oxola Tablets 100mg (Oxolamine Citrate) ""Kojar""","""國嘉"" 咳祿錠１００毫克（歐咳拉命檸檬酸）",Oxolamine,100mg,,單方,0,1021201,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Oxolamine,一般錠劑膠囊劑,100mg",R05DB07,,0,25920.3,0,19322.3,0,8093.4,0,3496.3,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031796,
,A031799100,Gascon Tablet 40mg (Dimethicone),瓦斯康錠４０毫克（聚二甲矽烷）,Dimethicone,40mg,,單方,0,1060301,9991231,華興化學製藥廠股份有限公司,華興,華興化學製藥廠股份有限公司,錠劑,一般學名藥,"Dimethicone,一般錠劑膠囊劑,40mg",A03AX13,,1471.4,254787.8,980.7,190961.3,280.3,192515.8,134.3,73856.9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031799,
,A031800100,Algitab Chewable Tablets,艾胃逆服咀嚼錠,Alginic Acid 200mg+Aluminum Hydroxide 30mg+Magnesium Carbonate 40mg,,,複方,3.29,1091001,9991231,台灣東洋藥品工業股份有限公司,東洋,台灣東洋藥品工業股份有限公司六堵廠,咀嚼錠,一般學名藥,"Aluminum Hydroxide 30mg+Magnesium Carbonate 40mg+Alginic Acid 200mg,一般錠劑膠囊劑,",A02BX13,7.1.,50169638,50346900.6,52180729,52438586.9,58056226.4,58373957.4,30506215.7,30676950.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031800,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,A031801100,"Ketosma Capsules 1mg (Ketotifen) ""Kojar""","""國嘉"" 克敵喘膠囊１毫克（可多替芬）",Ketotifen,1mg,,單方,0,1040101,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,膠囊劑,一般學名藥,"Ketotifen,一般錠劑膠囊劑,1mg",R06AX17,,0,0,0,0,0,56,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031801,
